,Team,Runner,Yards,Run Time,Min,Max,Avg,Nationality,Gen,Age,Yard 1,Yard 2,Yard 3,Yard 4,Yard 5,Yard 6,Yard 7,Yard 8,Yard 9,Yard 10,Yard 11,Yard 12,Yard 13,Yard 14,Yard 15,Yard 16,Yard 17,Yard 18,Yard 19,Yard 20,Yard 21,Yard 22,Yard 23,Yard 24,Yard 25,Yard 26,Yard 27,Yard 28,Yard 29,Yard 30,Yard 31,Yard 32,Yard 33,Yard 34,Yard 35,Yard 36,Yard 37,Yard 38,Yard 39,Yard 40,Yard 41,Yard 42,Yard 43,Yard 44,Yard 45,Yard 46,Yard 47,Yard 48,Yard 49,Yard 50,Yard 51,Yard 52,Yard 53,Yard 54,Yard 55,Yard 56,Yard 57,Yard 58,Yard 59,Yard 60,Yard 61,Yard 62,Yard 63,Yard 64,Yard 65,Yard 66,Yard 67,Yard 68,Yard 69,Yard 70,Yard 71,Yard 72,Yard 73,Yard 74,Yard 75
1,Belgium,Sabbe Karel,75,57:40:20,39:41:00,54:34:00,46:08:00,BE,M,30,41:47:00,52:03:00,42:35:00,52:47:00,52:34:00,52:26:00,42:26:00,42:29:00,42:50:00,42:23:00,41:25:00,43:10:00,41:15:00,41:35:00,42:47:00,42:27:00,42:09:00,42:12:00,53:38:00,52:14:00,51:14:00,51:36:00,49:20:00,49:44:00,49:53:00,50:35:00,50:31:00,50:09:00,49:19:00,44:12:00,44:28:00,44:12:00,43:48:00,44:30:00,44:47:00,45:22:00,45:37:00,45:03:00,45:25:00,46:34:00,52:31:00,45:21:00,54:34:00,50:12:00,49:29:00,49:06:00,48:54:00,49:11:00,49:07:00,49:28:00,48:39:00,49:28:00,46:24:00,47:33:00,46:32:00,46:24:00,45:33:00,46:07:00,44:43:00,43:46:00,45:02:00,44:48:00,45:17:00,45:46:00,45:11:00,45:06:00,42:34:00,40:33:00,39:41:00,40:30:00,40:44:00,42:34:00,41:07:00,41:35:00,43:19:00
2,Belgium,Geerts Merijn,74,58:42:57,38:09:00,54:40:00,47:36:00,BE,M,45,44:29:00,44:34:00,46:06:00,47:40:00,46:33:00,45:39:00,46:22:00,44:21:00,41:20:00,40:15:00,39:54:00,42:15:00,45:29:00,45:33:00,42:59:00,48:26:00,47:11:00,44:54:00,39:28:00,47:09:00,40:06:00,46:25:00,45:57:00,47:26:00,44:53:00,45:09:00,44:54:00,43:41:00,44:05:00,50:40:00,38:09:00,51:17:00,49:18:00,47:38:00,51:51:00,49:37:00,47:12:00,51:45:00,50:43:00,49:23:00,51:33:00,51:38:00,47:02:00,47:21:00,44:22:00,47:04:00,48:40:00,50:00:00,49:34:00,50:59:00,48:39:00,48:41:00,49:16:00,49:56:00,48:54:00,52:37:00,50:30:00,49:39:00,44:52:00,48:56:00,50:27:00,49:30:00,51:39:00,52:06:00,49:48:00,47:37:00,52:25:00,51:24:00,46:44:00,51:01:00,49:31:00,52:24:00,52:42:00,54:40:00,
3,United States,Courtney Dauwalter,68,56:51:53,44:03:00,55:13:00,50:10:00,USA,F,35,52:28:00,52:20:00,53:08:00,52:51:00,53:13:00,52:06:00,52:30:00,52:36:00,55:13:00,53:41:00,53:33:00,44:03:00,47:40:00,50:10:00,48:57:00,49:04:00,50:32:00,48:13:00,49:46:00,51:37:00,50:50:00,48:30:00,49:25:00,48:16:00,54:16:00,52:17:00,52:30:00,54:00:00,52:52:00,51:46:00,51:06:00,51:58:00,51:48:00,53:03:00,52:34:00,48:15:00,49:44:00,48:19:00,49:47:00,49:09:00,49:06:00,50:37:00,50:37:00,46:57:00,46:47:00,47:21:00,47:56:00,45:19:00,50:34:00,52:51:00,52:38:00,52:06:00,51:13:00,52:18:00,51:44:00,52:08:00,51:29:00,51:48:00,52:26:00,45:50:00,46:23:00,46:45:00,45:41:00,46:06:00,45:07:00,44:56:00,45:01:00,46:03:00,,,,,,,
4,United States,Harvey Lewis,67,57:44:39,40:03:00,56:37:00,51:43:00,USA,M,44,53:14:00,56:37:00,54:58:00,53:19:00,53:25:00,54:19:00,52:44:00,53:15:00,55:11:00,54:25:00,54:26:00,50:04:00,48:58:00,50:44:00,49:26:00,49:56:00,50:14:00,49:30:00,49:37:00,51:54:00,43:41:00,51:36:00,54:04:00,51:50:00,56:04:00,52:10:00,51:06:00,54:08:00,52:55:00,53:20:00,54:14:00,53:50:00,50:02:00,50:20:00,53:32:00,52:41:00,51:29:00,50:30:00,50:44:00,51:24:00,49:06:00,51:07:00,51:26:00,46:15:00,52:23:00,51:43:00,52:21:00,45:17:00,48:55:00,52:51:00,50:05:00,50:34:00,50:27:00,51:43:00,54:48:00,54:29:00,52:26:00,55:10:00,54:43:00,52:29:00,51:26:00,51:43:00,51:33:00,52:04:00,40:03:00,51:10:00,52:26:00,,,,,,,,
5,Mexico,Pedro Parra,64,52:32:46,39:06:00,57:31:00,49:16:00,Tarahumara Mexican,M,,41:21:00,46:41:00,50:22:00,48:26:00,49:53:00,46:54:00,47:13:00,47:08:00,47:54:00,49:10:00,48:22:00,44:44:00,49:29:00,47:43:00,47:31:00,48:26:00,43:45:00,45:00:00,51:31:00,50:53:00,47:11:00,48:22:00,45:30:00,50:06:00,48:10:00,50:45:00,44:47:00,46:19:00,39:06:00,50:45:00,54:10:00,49:25:00,51:50:00,51:05:00,46:23:00,47:00:00,49:27:00,48:25:00,53:04:00,50:09:00,52:32:00,50:33:00,49:40:00,49:32:00,52:03:00,57:26:00,47:01:00,46:06:00,44:52:00,50:23:00,46:20:00,50:20:00,52:53:00,48:40:00,51:14:00,50:20:00,50:47:00,52:53:00,52:15:00,53:04:00,51:52:00,56:31:00,57:31:00,53:33:00,,,,,,,,,,,
6,Mexico,Miguel Lara Viniegra,63,50:51:56,39:10:00,58:45:00,48:27:00,Tarahumara Mexican,M,,40:44:00,48:44:00,51:27:00,45:35:00,51:55:00,47:35:00,47:18:00,47:04:00,48:08:00,47:58:00,48:46:00,42:36:00,47:16:00,47:24:00,49:02:00,49:01:00,43:46:00,44:10:00,41:00:00,39:10:00,49:10:00,48:22:00,40:51:00,44:20:00,42:50:00,54:01:00,40:50:00,43:10:00,50:10:00,52:25:00,53:15:00,50:50:00,47:10:00,51:10:00,46:20:00,45:10:00,48:40:00,41:25:00,53:02:00,46:52:00,51:35:00,50:32:00,49:38:00,49:38:00,52:04:00,54:57:00,44:57:00,49:10:00,44:47:00,49:40:00,46:12:00,50:15:00,50:25:00,48:45:00,52:02:00,50:41:00,51:22:00,54:00:00,52:30:00,53:03:00,51:51:00,56:25:00,58:45:00,,,,,,,,,,,,
7,Mexico,Juan Contreras,61,50:00:24,39:40:00,57:28:00,49:11:00,Tarahumara Mexican,M,,41:30:00,50:44:00,50:48:00,50:00:00,51:55:00,49:54:00,50:25:00,49:02:00,49:24:00,49:03:00,49:43:00,42:35:00,45:52:00,47:34:00,47:30:00,48:40:00,43:22:00,43:48:00,46:29:00,46:01:00,48:05:00,48:50:00,40:50:00,39:40:00,43:00:00,47:40:00,44:20:00,46:15:00,39:57:00,51:59:00,52:05:00,48:20:00,51:40:00,50:10:00,46:27:00,46:30:00,49:27:00,48:24:00,52:20:00,46:51:00,51:46:00,50:34:00,51:42:00,49:40:00,53:04:00,57:28:00,52:02:00,53:57:00,49:02:00,54:26:00,52:10:00,53:18:00,52:45:00,48:35:00,51:40:00,50:47:00,53:10:00,53:59:00,53:06:00,54:30:00,55:34:00,,,,,,,,,,,,,,
8,Sweden,Torbjörn Gyllenbring,55,45:02:15,41:30:00,54:48:00,49:08:00,Sweden,M,39,50:48:00,49:35:00,52:52:00,49:25:00,49:00:00,48:53:00,49:42:00,49:43:00,48:51:00,48:59:00,47:09:00,49:32:00,47:50:00,45:43:00,46:34:00,46:39:00,48:01:00,47:30:00,46:19:00,42:29:00,53:45:00,53:16:00,46:37:00,50:52:00,49:19:00,48:58:00,54:48:00,47:56:00,50:05:00,51:31:00,52:31:00,51:39:00,52:09:00,45:59:00,50:00:00,49:52:00,51:36:00,51:12:00,51:39:00,50:41:00,46:31:00,47:22:00,47:15:00,46:36:00,46:39:00,49:22:00,46:09:00,48:29:00,51:28:00,47:27:00,50:18:00,50:44:00,51:16:00,51:10:00,41:30:00,,,,,,,,,,,,,,,,,,,,
9,Sweden,Anna Carlsson,54,42:19:59,40:21:00,54:53:00,47:02:00,Sweden,F,35,46:17:00,44:56:00,45:52:00,46:57:00,46:23:00,43:27:00,47:00:00,49:31:00,41:54:00,44:50:00,45:31:00,43:33:00,43:48:00,45:45:00,44:53:00,45:36:00,46:27:00,46:33:00,40:21:00,40:51:00,53:50:00,53:19:00,41:45:00,52:38:00,41:03:00,43:20:00,54:53:00,44:46:00,47:34:00,51:38:00,51:08:00,48:42:00,50:23:00,46:02:00,48:11:00,47:49:00,48:06:00,48:24:00,48:55:00,48:47:00,48:36:00,47:24:00,47:23:00,45:41:00,44:14:00,49:40:00,46:14:00,46:59:00,51:05:00,45:05:00,47:44:00,46:07:00,50:54:00,51:15:00,,,,,,,,,,,,,,,,,,,,,
10,Germany,Marina Kollassa,51,40:47:05,38:29:00,54:27:00,47:59:00,Germany,F,30,46:24:00,51:03:00,52:10:00,46:11:00,51:42:00,49:50:00,46:10:00,48:44:00,49:09:00,47:41:00,51:10:00,50:45:00,50:04:00,50:00:00,49:35:00,49:07:00,48:47:00,45:26:00,48:20:00,46:48:00,43:03:00,43:50:00,54:27:00,46:35:00,47:21:00,40:38:00,45:56:00,47:31:00,46:51:00,48:01:00,49:55:00,45:42:00,48:00:00,49:47:00,49:56:00,47:11:00,48:59:00,48:31:00,49:26:00,51:24:00,50:47:00,50:09:00,45:36:00,45:43:00,44:57:00,45:39:00,46:55:00,51:56:00,47:22:00,47:22:00,38:29:00,,,,,,,,,,,,,,,,,,,,,,,,
11,Germany,Michael Ohler,50,41:17:26,41:34:00,56:45:00,49:33:00,Germany,M,51,43:56:00,46:51:00,41:34:00,44:54:00,47:04:00,45:46:00,44:34:00,49:48:00,49:34:00,49:06:00,48:39:00,44:16:00,48:24:00,48:14:00,49:30:00,47:00:00,48:05:00,46:21:00,49:07:00,45:50:00,45:44:00,48:00:00,47:58:00,49:59:00,50:42:00,49:31:00,50:28:00,48:48:00,49:59:00,53:26:00,51:28:00,48:39:00,49:06:00,52:22:00,51:45:00,52:41:00,54:02:00,52:35:00,52:50:00,53:36:00,56:45:00,55:03:00,51:53:00,50:06:00,52:18:00,51:25:00,54:22:00,51:56:00,50:43:00,50:43:00,,,,,,,,,,,,,,,,,,,,,,,,,
12,Germany,Andreas Loeffler,50,42:08:06,40:12:00,55:58:00,50:34:00,Germany,M,47,40:12:00,43:59:00,45:28:00,44:53:00,47:04:00,45:43:00,46:41:00,48:41:00,49:32:00,48:10:00,48:57:00,47:53:00,49:36:00,50:22:00,43:08:00,47:05:00,50:01:00,48:52:00,48:19:00,47:40:00,49:20:00,48:51:00,47:57:00,51:19:00,53:11:00,50:10:00,51:28:00,47:32:00,53:49:00,53:37:00,52:24:00,46:45:00,54:50:00,53:34:00,54:09:00,55:39:00,54:52:00,55:58:00,54:57:00,54:30:00,55:00:00,54:48:00,52:41:00,53:48:00,54:00:00,55:14:00,54:55:00,51:56:00,54:18:00,54:18:00,,,,,,,,,,,,,,,,,,,,,,,,,
13,United States,Jacob Conrad,49,40:58:31,46:44:00,56:10:00,50:10:00,USA,M,34,52:26:00,53:38:00,53:05:00,53:30:00,53:14:00,52:57:00,52:44:00,52:38:00,53:09:00,53:11:00,53:02:00,48:04:00,48:16:00,47:12:00,48:09:00,48:15:00,48:37:00,47:14:00,47:52:00,47:39:00,46:44:00,47:13:00,47:25:00,47:29:00,54:15:00,52:32:00,52:45:00,53:37:00,52:52:00,48:35:00,51:07:00,53:32:00,52:32:00,52:52:00,53:28:00,48:39:00,47:06:00,46:53:00,47:59:00,48:50:00,47:25:00,47:10:00,47:00:00,47:23:00,47:28:00,47:06:00,49:16:00,48:16:00,56:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Belgium,Munaut Jeremy,49,41:41:01,46:22:00,56:24:00,51:02:00,BE,M,43,48:39:00,50:20:00,49:52:00,50:24:00,51:03:00,50:38:00,50:27:00,50:38:00,50:00:00,50:29:00,51:17:00,50:04:00,47:34:00,50:04:00,48:47:00,49:12:00,50:12:00,46:47:00,47:30:00,47:10:00,46:34:00,47:53:00,47:31:00,46:22:00,46:52:00,48:40:00,47:57:00,48:43:00,52:44:00,52:24:00,52:17:00,52:46:00,53:26:00,53:22:00,52:54:00,54:00:00,53:42:00,52:10:00,53:29:00,54:09:00,55:22:00,54:37:00,53:49:00,52:34:00,53:45:00,54:16:00,55:16:00,55:56:00,56:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,
15,United States,Sarah Moore,48,41:39:33,48:20:00,58:16:00,52:04:00,USA,F,32,52:23:00,52:18:00,53:07:00,52:52:00,52:56:00,52:06:00,52:28:00,52:37:00,54:43:00,53:41:00,51:43:00,48:39:00,48:50:00,49:29:00,48:56:00,49:02:00,48:30:00,48:20:00,49:39:00,49:05:00,49:50:00,50:12:00,51:32:00,48:52:00,54:14:00,52:12:00,52:28:00,52:48:00,51:13:00,51:45:00,55:24:00,54:23:00,55:04:00,53:52:00,54:40:00,49:44:00,51:31:00,50:51:00,50:41:00,52:11:00,52:08:00,52:11:00,54:25:00,53:06:00,54:34:00,53:52:00,56:10:00,58:16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,United States,Gabe Rainwater,48,42:01:30,45:41:00,58:41:00,52:32:00,USA,M,32,52:25:00,53:22:00,53:00:00,53:12:00,53:12:00,52:57:00,52:42:00,52:34:00,52:56:00,53:11:00,53:00:00,47:21:00,47:37:00,47:06:00,47:31:00,48:14:00,48:03:00,49:36:00,49:59:00,50:43:00,45:41:00,51:39:00,49:07:00,50:26:00,53:53:00,52:30:00,53:04:00,53:35:00,53:09:00,53:12:00,55:30:00,53:31:00,54:50:00,54:46:00,53:28:00,49:59:00,52:31:00,53:00:00,53:12:00,53:44:00,55:27:00,53:31:00,54:46:00,56:38:00,57:33:00,56:56:00,58:30:00,58:41:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Australia,Chris Murphy,46,34:42:30,42:04:00,48:12:00,45:16:00,Australia,M,36,47:41:00,45:05:00,45:54:00,45:53:00,45:15:00,44:53:00,45:09:00,43:53:00,45:47:00,43:56:00,44:45:00,44:39:00,45:17:00,45:13:00,45:42:00,46:33:00,45:55:00,44:51:00,45:26:00,45:27:00,45:47:00,46:31:00,47:03:00,45:18:00,42:20:00,45:07:00,44:28:00,43:29:00,42:04:00,46:11:00,45:12:00,43:02:00,44:17:00,45:06:00,46:35:00,44:55:00,47:51:00,46:23:00,48:12:00,45:36:00,44:32:00,44:12:00,44:16:00,43:32:00,47:22:00,45:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,France,Christian Mauduit,46,38:24:51,47:41:00,54:31:00,50:06:00,France,M,45,50:30:00,49:38:00,48:15:00,48:59:00,48:35:00,52:08:00,52:08:00,48:53:00,48:24:00,49:40:00,49:04:00,50:09:00,49:40:00,52:29:00,52:29:00,51:14:00,49:02:00,49:19:00,48:08:00,49:32:00,48:26:00,48:28:00,48:37:00,48:37:00,48:57:00,49:32:00,49:36:00,49:31:00,49:02:00,49:54:00,48:45:00,47:41:00,50:14:00,50:00:00,50:27:00,52:21:00,51:37:00,51:36:00,52:57:00,54:31:00,52:16:00,51:41:00,51:50:00,52:09:00,50:52:00,49:19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Australia,Barry Loveday,45,34:12:27,41:25:00,51:54:00,45:37:00,England,M,36,44:39:00,48:06:00,45:06:00,44:23:00,46:27:00,44:31:00,46:22:00,42:47:00,43:24:00,49:57:00,43:37:00,43:21:00,45:06:00,46:07:00,46:39:00,46:26:00,48:04:00,45:56:00,45:41:00,45:40:00,46:25:00,46:07:00,46:31:00,46:57:00,43:43:00,44:41:00,46:09:00,42:51:00,45:25:00,45:57:00,46:55:00,43:03:00,44:17:00,45:06:00,46:38:00,45:54:00,44:23:00,44:10:00,45:29:00,46:47:00,45:47:00,41:25:00,47:20:00,46:14:00,51:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,France,Valéry Caussarieu,45,40:03:34,49:52:00,55:23:00,53:25:00,France,M,49,51:53:00,55:23:00,53:44:00,54:23:00,53:21:00,54:41:00,54:00:00,54:12:00,54:37:00,54:39:00,55:04:00,52:08:00,54:49:00,55:17:00,53:23:00,54:12:00,53:37:00,53:08:00,52:58:00,53:17:00,53:46:00,52:24:00,53:21:00,51:43:00,53:43:00,52:20:00,51:38:00,52:58:00,49:52:00,55:12:00,53:03:00,54:33:00,53:55:00,53:45:00,53:05:00,52:39:00,52:07:00,52:04:00,52:51:00,52:49:00,52:15:00,52:29:00,53:41:00,53:40:00,54:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Canada,Stephanie Simpson,43,34:40:51,41:54:00,58:59:00,48:24:00,Canadian,F,34,44:10:00,46:15:00,47:51:00,47:13:00,46:17:00,46:20:00,46:04:00,46:47:00,46:11:00,46:10:00,46:29:00,46:55:00,47:10:00,48:45:00,45:50:00,46:12:00,46:53:00,48:17:00,49:25:00,47:54:00,41:54:00,49:14:00,45:59:00,45:40:00,48:42:00,47:38:00,43:47:00,45:53:00,47:34:00,46:33:00,48:09:00,43:21:00,42:07:00,49:51:00,50:35:00,50:35:00,56:03:00,58:51:00,58:55:00,54:53:00,55:48:00,58:59:00,52:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Japan,Akio UENO,43,35:56:58,46:52:00,53:10:00,50:10:00,Japan,M,48,53:10:00,49:03:00,50:00:00,50:07:00,50:22:00,49:20:00,49:17:00,50:23:00,50:37:00,48:42:00,49:59:00,50:58:00,50:27:00,50:35:00,51:09:00,50:07:00,49:09:00,51:47:00,49:49:00,51:38:00,49:45:00,51:21:00,50:33:00,52:10:00,53:01:00,48:02:00,48:08:00,50:01:00,50:53:00,49:42:00,49:55:00,48:20:00,50:37:00,50:08:00,51:13:00,50:50:00,50:48:00,47:05:00,46:52:00,47:00:00,49:15:00,52:04:00,52:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Mexico,Marco Antonio Zaragoza,43,38:27:51,42:40:00,58:35:00,53:40:00,Mexico,M,,42:40:00,48:22:00,51:38:00,51:28:00,52:45:00,52:19:00,52:12:00,53:07:00,52:26:00,52:35:00,52:08:00,52:13:00,52:00:00,53:12:00,53:30:00,51:35:00,53:10:00,52:48:00,53:30:00,54:10:00,53:01:00,54:40:00,53:53:00,53:35:00,54:31:00,55:15:00,46:20:00,55:05:00,54:54:00,54:50:00,57:20:00,55:55:00,56:05:00,56:10:00,56:00:00,55:15:00,53:20:00,56:11:00,56:42:00,57:15:00,57:00:00,58:11:00,58:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Ireland,Ed McGroarty,42,33:14:52,41:26:00,51:06:00,47:30:00,Irish,M,,48:06:00,47:45:00,48:35:00,48:09:00,45:31:00,50:12:00,48:17:00,48:30:00,47:37:00,48:18:00,48:10:00,48:41:00,49:30:00,48:11:00,48:51:00,48:52:00,48:29:00,49:02:00,49:44:00,46:00:00,47:08:00,49:26:00,46:08:00,47:25:00,47:33:00,47:42:00,45:44:00,45:22:00,46:16:00,45:55:00,47:06:00,48:05:00,47:21:00,49:41:00,51:06:00,47:42:00,46:22:00,46:22:00,46:16:00,41:57:00,46:19:00,41:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Japan,Shota NOGUCHI,42,34:18:18,45:22:00,53:10:00,49:00:00,Japan,M,35,53:10:00,52:55:00,49:26:00,49:40:00,47:24:00,49:44:00,49:41:00,50:42:00,50:25:00,48:11:00,45:22:00,48:37:00,49:26:00,47:10:00,46:30:00,46:19:00,45:35:00,46:55:00,46:51:00,47:05:00,46:31:00,48:52:00,49:45:00,49:03:00,49:20:00,48:20:00,48:08:00,50:45:00,48:56:00,48:23:00,49:28:00,48:20:00,50:37:00,50:08:00,49:10:00,50:25:00,50:48:00,46:50:00,51:45:00,50:17:00,49:15:00,52:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Canada,Matt Shepard,42,34:53:20,41:58:00,53:00:00,49:50:00,Canadian,M,33,41:58:00,46:15:00,47:46:00,48:29:00,49:33:00,49:03:00,49:38:00,49:39:00,50:20:00,49:39:00,50:27:00,49:56:00,51:01:00,51:03:00,50:23:00,50:38:00,50:41:00,50:08:00,49:30:00,49:13:00,50:12:00,46:24:00,50:28:00,50:47:00,50:26:00,50:42:00,49:49:00,48:08:00,50:01:00,50:51:00,50:12:00,50:03:00,50:01:00,49:31:00,50:28:00,50:31:00,50:42:00,51:50:00,50:50:00,50:45:00,53:00:00,52:19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Ukraine,Andrii Tkachuk ,41,25:12:49,31:30:00,38:35:00,36:54:00,Ukraine,M,35,36:29:00,34:27:00,35:08:00,36:12:00,35:24:00,36:42:00,36:50:00,37:27:00,37:48:00,37:28:00,37:35:00,37:46:00,38:35:00,38:18:00,37:30:00,37:36:00,36:51:00,36:55:00,37:06:00,36:39:00,36:32:00,36:04:00,36:37:00,36:10:00,36:30:00,36:29:00,37:06:00,38:29:00,37:58:00,37:14:00,38:30:00,38:11:00,38:09:00,37:04:00,36:56:00,37:02:00,37:17:00,37:12:00,36:41:00,36:22:00,31:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Belgium,Van Meulder Nico,41,30:27:07,34:43:00,56:32:00,44:34:00,BE,M,44,37:11:00,37:07:00,42:13:00,43:30:00,43:35:00,43:49:00,43:49:00,43:29:00,43:50:00,43:39:00,43:11:00,42:54:00,42:54:00,44:24:00,44:53:00,46:13:00,45:20:00,44:55:00,42:57:00,43:19:00,43:34:00,43:57:00,43:43:00,34:43:00,44:02:00,44:11:00,44:31:00,45:40:00,46:43:00,47:08:00,47:36:00,35:53:00,47:34:00,45:13:00,46:54:00,49:35:00,48:39:00,38:16:00,53:55:00,55:36:00,56:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Ireland,Eoin Keith,41,34:16:45,45:23:00,57:21:00,50:10:00,Irish,M,,45:23:00,47:41:00,46:54:00,48:11:00,48:15:00,48:28:00,49:29:00,50:01:00,49:39:00,50:15:00,49:40:00,49:59:00,50:45:00,49:05:00,50:19:00,50:36:00,50:12:00,50:43:00,51:07:00,48:44:00,47:47:00,49:27:00,48:55:00,50:05:00,49:14:00,48:35:00,49:11:00,51:06:00,49:39:00,51:49:00,52:28:00,50:51:00,49:38:00,51:45:00,51:14:00,52:14:00,50:19:00,52:58:00,53:19:00,53:24:00,57:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,France,Claire Bannwarth,41,37:29:26,51:37:00,56:44:00,54:52:00,France,F,31,51:37:00,55:00:00,54:35:00,55:00:00,54:48:00,55:28:00,54:55:00,54:57:00,55:32:00,55:29:00,56:00:00,55:26:00,54:52:00,55:49:00,55:54:00,55:57:00,54:57:00,54:59:00,53:52:00,54:17:00,54:16:00,54:31:00,53:46:00,53:36:00,54:39:00,54:25:00,53:26:00,52:13:00,53:41:00,56:18:00,54:05:00,54:42:00,54:49:00,54:52:00,55:07:00,55:26:00,56:10:00,55:35:00,56:44:00,55:34:00,56:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Ukraine,Volodymyr Khanas,40,28:05:29,37:10:00,48:31:00,42:08:00,Ukraine,M,36,38:43:00,41:26:00,41:27:00,41:57:00,41:23:00,43:22:00,42:36:00,43:31:00,44:00:00,44:03:00,42:42:00,42:09:00,42:34:00,37:10:00,41:26:00,42:30:00,38:58:00,42:07:00,40:46:00,42:21:00,48:31:00,39:54:00,40:18:00,41:05:00,40:49:00,41:04:00,41:31:00,41:20:00,44:05:00,44:03:00,43:03:00,43:53:00,43:02:00,41:43:00,41:01:00,42:41:00,43:50:00,43:06:00,42:46:00,42:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Canada,Chelsey Topping,40,32:29:34,43:45:00,58:37:00,48:44:00,Canadian,F,38,47:21:00,47:52:00,47:50:00,47:31:00,48:05:00,46:11:00,47:20:00,48:56:00,48:47:00,48:37:00,48:06:00,48:46:00,49:10:00,49:13:00,49:17:00,50:16:00,49:05:00,50:16:00,49:19:00,48:30:00,48:33:00,49:16:00,49:11:00,48:26:00,48:43:00,47:37:00,43:45:00,45:52:00,47:33:00,47:55:00,47:18:00,46:20:00,47:49:00,48:23:00,47:36:00,48:44:00,48:28:00,52:11:00,56:49:00,58:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Canada,Kevin Barata,40,32:34:51,40:40:00,57:58:00,48:52:00,Canadian,M,42,44:10:00,47:52:00,47:21:00,47:31:00,47:23:00,47:10:00,46:25:00,49:40:00,49:36:00,49:45:00,49:13:00,49:30:00,48:37:00,49:15:00,47:10:00,40:40:00,50:00:00,48:15:00,49:27:00,46:01:00,48:11:00,46:19:00,49:36:00,49:22:00,50:24:00,46:08:00,46:05:00,45:52:00,45:04:00,50:42:00,50:34:00,52:48:00,47:48:00,50:24:00,51:11:00,51:02:00,53:00:00,50:38:00,56:44:00,57:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Finland,Kati Ahokas,40,32:49:17,46:00:00,51:55:00,49:14:00,Finland,F,42,46:00:00,47:52:00,47:25:00,49:00:00,47:45:00,48:30:00,49:10:00,48:50:00,48:55:00,48:30:00,48:40:00,49:30:00,48:55:00,49:35:00,48:15:00,49:35:00,49:35:00,48:15:00,47:50:00,47:15:00,47:20:00,47:50:00,48:05:00,48:20:00,49:05:00,47:15:00,50:45:00,51:30:00,50:20:00,50:20:00,51:35:00,50:40:00,51:30:00,51:30:00,51:55:00,51:20:00,51:00:00,51:20:00,51:35:00,46:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,France,Guillaume Calmettes,40,33:40:10,44:48:00,55:04:00,50:30:00,France,M,36,46:43:00,51:30:00,48:55:00,45:26:00,48:19:00,50:03:00,48:42:00,47:36:00,49:47:00,49:11:00,55:04:00,44:48:00,52:31:00,52:30:00,50:35:00,53:04:00,50:11:00,53:09:00,49:53:00,48:33:00,49:24:00,48:28:00,50:45:00,47:51:00,51:46:00,52:21:00,49:38:00,49:02:00,50:37:00,52:50:00,51:23:00,51:26:00,52:15:00,51:25:00,52:14:00,50:53:00,51:36:00,52:39:00,52:05:00,55:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Ukraine,Oleksandr Skorokhod ,39,30:49:05,41:49:00,55:33:00,47:25:00,Ukraine,M,36,42:27:00,41:49:00,41:53:00,42:12:00,46:03:00,46:00:00,46:36:00,46:14:00,47:36:00,46:59:00,47:44:00,48:51:00,47:45:00,48:19:00,48:01:00,48:15:00,46:18:00,46:51:00,47:23:00,47:36:00,48:20:00,47:33:00,47:48:00,47:37:00,47:28:00,47:29:00,47:28:00,47:40:00,47:35:00,47:35:00,47:42:00,47:34:00,47:42:00,47:38:00,49:30:00,50:59:00,49:56:00,51:06:00,55:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
